route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url
7662T,HSL,662T,Kamppi-Maantiekylä-Hyrylä-Jäniksenlinna,,700,http://aikataulut.hsl.fi/linjat/fi/b662T.html
7662TZ,HSL,662TZ,Kamppi-Maantiekylä-Hyrylä-Hyvinkää,,700,http://aikataulut.hsl.fi/linjat/fi/b662TZ.html
7662Z,HSL,662Z,Kamppi-Hyrylä-Hyvinkää,,700,http://aikataulut.hsl.fi/linjat/fi/b662Z.html
7663,HSL,663,Kamppi-Hyrylä-Jäniksenlinna-Jokela,,700,http://aikataulut.hsl.fi/linjat/fi/b663.html
7663T,HSL,663T,Kamppi-Maantiekylä-Hyrylä-Jäniksenlinna-Jokela,,700,http://aikataulut.hsl.fi/linjat/fi/b663T.html
7663TK,HSL,663TK,Kamppi-Maantiekylä-Riihikallio-Hyrylä-Jäniksenlinna-Jokela,,700,http://aikataulut.hsl.fi/linjat/fi/b663TK.html
7663Z,HSL,663Z1,Jokela-Hyrylä-Kamppi,,700,http://aikataulut.hsl.fi/linjat/fi/b663Z1.html
7665,HSL,665,Kamppi-Hyrylä-Järvenpää-Kellokoski,,700,http://aikataulut.hsl.fi/linjat/fi/b665.html
7665A,HSL,665A,Kamppi-Hyrylä-Järvenpää-Kellokoski-Mäntsälä,,700,http://aikataulut.hsl.fi/linjat/fi/b665A.html
7665AN,HSL,665AN,Kamppi-Hyrylä-Järvenpää-Jamppa-Kellokoski-Mäntsälä,,700,http://aikataulut.hsl.fi/linjat/fi/b665AN.html
7665B,HSL,665B,Kamppi-Hyrylä-Järvenpää,,700,http://aikataulut.hsl.fi/linjat/fi/b665B.html
7665BT,HSL,665BT,Kamppi-Hyrylä-Järvenpää,,700,http://aikataulut.hsl.fi/linjat/fi/b665BT.html
7665N,HSL,665N,Kamppi-Hyrylä-Järvenpää-Jamppa-Kellokoski,,700,http://aikataulut.hsl.fi/linjat/fi/b665N.html
7667,HSL,667,Kamppi-Hyrylä-Järvenpää-Kellokoski-Jokela,,700,http://aikataulut.hsl.fi/linjat/fi/b667.html
7667K,HSL,667K,Kamppi-Hyrylä-Järvenpää-Kellokoski-Jokela,,700,http://aikataulut.hsl.fi/linjat/fi/b667K.html
7668,HSL,668,Tammisto-Lentoasema-Hyrylä-Jokela,,700,http://aikataulut.hsl.fi/linjat/fi/b668.html
7689,HSL,689,Kamppi-Hyrylä-Järvenpää-Haarajoki,,700,http://aikataulut.hsl.fi/linjat/fi/b689.html
7689K,HSL,689K,Kamppi-Hyrylä-Järvenpää-Haarajoki,,700,http://aikataulut.hsl.fi/linjat/fi/b689K.html
7689KT,HSL,689KT,Haarajoki-Järvenpää-Hyrylä-Kamppi,,700,http://aikataulut.hsl.fi/linjat/fi/b689KT.html
7689T,HSL,689T,Kamppi-Hyrylä-Järvenpää-Haarajoki,,700,http://aikataulut.hsl.fi/linjat/fi/b689T.html
7765,HSL,765,Kamppi-Kellokoski,,700,http://aikataulut.hsl.fi/linjat/fi/b765.html
7848,HSL,848,Kamppi-Pasila-Viikki-Söderkulla-Porvoo,,700,http://aikataulut.hsl.fi/linjat/fi/b848.html
7937,HSL,937,Hyrylän koulukeskus-Hyrylä-Nahkela-Nurmijärvi,,700,http://aikataulut.hsl.fi/linjat/fi/b937.html
7937B,HSL,937B,Hyrylä-Nahkela-Nurmijärvi,,700,http://aikataulut.hsl.fi/linjat/fi/b937B.html
7937K,HSL,937K,Hyrylän koulukeskus-Hyrylä-Nahkela-Nurmijärvi,,700,http://aikataulut.hsl.fi/linjat/fi/b937K.html
7963,HSL,963,Hyrylä-Keravan asema,,700,http://aikataulut.hsl.fi/linjat/fi/b963.html
7963A,HSL,963A,Klemetskogin koulu-Riihikallio-Hyrylä-Kilta-Keravan asema,,700,http://aikataulut.hsl.fi/linjat/fi/b963A.html
7966,HSL,966,Jokela-Nuppulinna-Vanhankylän k.-Puolmatka-Purola-Terrisuo,,700,http://aikataulut.hsl.fi/linjat/fi/b966.html
7966B,HSL,966B,Vanhankylän koulu-Puolmatka-Purola-Terrisuo-Jokela,,700,http://aikataulut.hsl.fi/linjat/fi/b966B.html
7966K,HSL,966K,Terrisuo-Nuppulinna-Purola-Vanhakylän koulu-Jokela,,700,http://aikataulut.hsl.fi/linjat/fi/b966K.html
7983,HSL,983,Keravan tori-Keravan as.-Nikkilä-Kilpilahti,,700,http://aikataulut.hsl.fi/linjat/fi/b983.html
7989,HSL,989,Pornainen-Järvenpää,,700,https://www.hsl.fi/sites/default/files/uploads/sipoo-21_sivua.pdf
7989A,HSL,989A,Monninkylä-Pornainen-Järvenpää,,700,https://www.hsl.fi/sites/default/files/uploads/sipoo-21_sivua.pdf
7989BB,HSL,989BB,Pornainen-Halkia-Pihlajamäki,,700,https://www.hsl.fi/sites/default/files/uploads/sipoo-21_sivua.pdf
7989BV,HSL,989BV,Monninkylä-Pornainen-Halkia-Pihlajamäki,,700,https://www.hsl.fi/sites/default/files/uploads/sipoo-21_sivua.pdf
9025,HSL,25,Järvenpää-Kellokoski,,701,http://aikataulut.hsl.fi/linjat/fi/b25.html
9633,HSL,633,Rautatientori-Vallinoja-Kerava,,701,http://aikataulut.hsl.fi/linjat/fi/b633.html
9633A,HSL,633A,Rautatientori-Vallinoja-Kerava-Virrenkulma,,701,http://aikataulut.hsl.fi/linjat/fi/b633A.html
9633N,HSL,633N,Rautatientori-Vallinoja-Kerava-Sorsakorpi,,701,http://aikataulut.hsl.fi/linjat/fi/b633N.html
9738,HSL,738,Rautatientori-Kerava,,701,http://aikataulut.hsl.fi/linjat/fi/b738.html
9738K,HSL,738K,Rautatientori-Kerava,,701,http://aikataulut.hsl.fi/linjat/fi/b738K.html
9785,HSL,785,Rautatientori-Jokivarsi-Nikkilä,,701,http://aikataulut.hsl.fi/linjat/fi/b785.html
9785K,HSL,785K,Rautatientori-Kuninkaanmäki-Nikkilä,,701,http://aikataulut.hsl.fi/linjat/fi/b785K.html
9786,HSL,786,Rautatientori-Jokivarsi-Nikkilä-Järvenpää,,701,http://aikataulut.hsl.fi/linjat/fi/b786.html
9787,HSL,787,Rautatientori-Jokivarsi-Nikkilä-Pornainen,,701,http://aikataulut.hsl.fi/linjat/fi/b787.html
9787A,HSL,787A,Rautatientori-Jokivarsi-Nikkilä-Pornainen-Halkia,,701,http://aikataulut.hsl.fi/linjat/fi/b787A.html
9787K,HSL,787K,Rautatientori-Kuninkaanmäki-Nikkilä-Pornainen,,701,http://aikataulut.hsl.fi/linjat/fi/b787K.html
9788,HSL,788,Rautatientori-Jokivarsi-Nikkilä-Hinthaara-Porvoo,,701,http://aikataulut.hsl.fi/linjat/fi/b788.html
9788B,HSL,788B,Nikkilä-Hinthaara-Porvoo,,701,http://aikataulut.hsl.fi/linjat/fi/b788B.html
9788K,HSL,788K,Rautatientori-Kuninkaanmäki-Nikkilä-Hinthaara-Porvoo,,701,http://aikataulut.hsl.fi/linjat/fi/b788K.html
9788KV,HSL,788KV,Rautatientori-Kuninkaanmäki-Nikkilä-Hinthaara-Porvoo,,701,http://aikataulut.hsl.fi/linjat/fi/b788KV.html
9799X,HSL,799X,Malmi - Tikkurila -  Kerava,,701,http://aikataulut.hsl.fi/linjat/fi/b799X.html
9841,HSL,841,Itäkeskus-Östersundom-Söderkulla,,701,http://aikataulut.hsl.fi/linjat/fi/b841.html
9841N,HSL,841N,Rautatientori-Östersundom-Söderkulla,,701,http://aikataulut.hsl.fi/linjat/fi/b841N.html
9932,HSL,932,Hyrylä-Ruotsinkylä-Myllykylä-Riihikallio,,701,http://aikataulut.hsl.fi/linjat/fi/b932.html
9932K,HSL,932K,Hyrylä-Ruotsinkylä-Berga-Myllykylä-Riihikallio,,701,http://aikataulut.hsl.fi/linjat/fi/b932K.html
9932Z,HSL,932Z,Hyrylä-Ruotsinkylä-Berga-Riihikallio-Hyrylä,,701,http://aikataulut.hsl.fi/linjat/fi/b932Z.html
9961,HSL,961,Hyrylä-Rusutjärvi-Rannikonmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b961.html
9962,HSL,962,Vantaanportti-Aviapolis-Ruotsinkylä-Hyrylä-Kerava,,701,http://aikataulut.hsl.fi/linjat/fi/b962.html
9962K,HSL,962K,Vantaanportti-Aviapolis-Ruotsinkylä-Hyrylä-Kerava,,701,http://aikataulut.hsl.fi/linjat/fi/b962K.html
9964,HSL,964,Hyrylä-Rusutjärvi-Rannikonmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b964.html
9964B,HSL,964B,Hyrylä-Rusutjärvi-Rannikonmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b964B.html
9964K,HSL,964K,Rannikonmäki-Rusutjärvi-Ristikivi-Hyrylä,,701,http://aikataulut.hsl.fi/linjat/fi/b964K.html
9964Z,HSL,964Z,Hyrylä-Rusutjärvi-Rannikonmäki,,701,http://aikataulut.hsl.fi/linjat/fi/b964Z.html
9965,HSL,965,Hyrylä-Vanhakylä-Järvenpää,,701,http://aikataulut.hsl.fi/linjat/fi/b965.html
9967,HSL,967,Järvenpää-Linjamäki-Kellokoski,,701,http://aikataulut.hsl.fi/linjat/fi/b967.html
9967AK,HSL,967AK,Järvenpää-Nuppulinna-Linjamäki-Kellokoski,,701,http://aikataulut.hsl.fi/linjat/fi/b967AK.html
9967B,HSL,967B,Järvenpää-Linjamäki,,701,http://aikataulut.hsl.fi/linjat/fi/b967B.html
9967BK,HSL,967BK,Järvenpää-Linjamäki-Nuppulinna-Kellokoski,,701,http://aikataulut.hsl.fi/linjat/fi/b967BK.html
9967BV,HSL,967BV,Kellokoski-Nuppulinna-Linjamäki-Järvenpää,,701,http://aikataulut.hsl.fi/linjat/fi/b967BV.html
9967K,HSL,967K,Järvenpää-Linjamäki-Nuppulinna-Kellokoski,,701,http://aikataulut.hsl.fi/linjat/fi/b967K.html
9967T,HSL,967T,Järvenpää-Linjamäki-Kellokoski-Järvenpää,,701,http://aikataulut.hsl.fi/linjat/fi/b967T.html
9967TK,HSL,967TK,Järvenpää-Nuppulinna-Linjamäki-Kellokoski,,701,http://aikataulut.hsl.fi/linjat/fi/b967TK.html
9969X,HSL,969X,Kerava-Ainola-Järvenpää-Saunakallio-Jokela,,701,http://aikataulut.hsl.fi/linjat/fi/b969X.html
9973,HSL,973,Peijas-Korso-Keravan asema-Virrenkulma,,701,http://aikataulut.hsl.fi/linjat/fi/b973.html
9973L,HSL,973L,Peijas-Korso-Kannisto-Keravan asema-Virrenkulma,,701,http://aikataulut.hsl.fi/linjat/fi/b973L.html
9974,HSL,974,Korso-Sula-Riihikallio-Hyrylä,,701,http://aikataulut.hsl.fi/linjat/fi/b974.html
9975,HSL,975,Sorsakorpi-Kerava as.-Mattilanpuisto,,701,http://aikataulut.hsl.fi/linjat/fi/b975.html
9975B,HSL,975B,Sorsakorpi-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b975B.html
9975K,HSL,975K,Bastukärr-Keravan as.-Mattilanpuisto,,701,http://aikataulut.hsl.fi/linjat/fi/b975K.html
9975T,HSL,975T,Kerava as.-Viro,,701,http://aikataulut.hsl.fi/linjat/fi/b975T.html
9978,HSL,978,Kaskela-Kytömaa-Terveyskeskus,,701,http://aikataulut.hsl.fi/linjat/fi/b978.html
9978L,HSL,978L,Kaskela-Kytömaa-Lapila-Terveyskeskus,,701,http://aikataulut.hsl.fi/linjat/fi/b978L.html
9978T,HSL,978T,Kaskela-Kytömaa-Keravan taksiasema-Terveyskeskus,,701,http://aikataulut.hsl.fi/linjat/fi/b978T.html
9978Z,HSL,978Z,Päivölä-Lapila-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b978Z.html
9979,HSL,979,Tuusula Sampo-kyyti,,704,http://aikataulut.hsl.fi/linjat/fi/b979.html
9982,HSL,982,Nikkilä-Neulasniitty-Talma,,701,http://aikataulut.hsl.fi/linjat/fi/b982.html
9984,HSL,984,Hindsby (Knuters)-Nikkilä-Talma,,701,http://aikataulut.hsl.fi/linjat/fi/b984.html
9984K,HSL,984K,Hindsby (Knuters)-Nikkilä- Mårsbackantie-Talma,,701,http://aikataulut.hsl.fi/linjat/fi/b984K.html
9985,HSL,985,Nikkilä-Talma-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b985.html
9985K,HSL,985K,Nikkilä-Bastukärr-Neulasniitty-Talma-Keravan asema,,701,http://aikataulut.hsl.fi/linjat/fi/b985K.html
9986,HSL,986,Nikkilä-Etelä-Paippinen-Järvenpää,,701,http://aikataulut.hsl.fi/linjat/fi/si986.html
9986B,HSL,986B,Nikkilä-Etelä-Paippinen-Rajakulma,,701,http://aikataulut.hsl.fi/linjat/fi/si986.html
9987,HSL,987,Nikkilä-Pornainen-Järvenpää,,701,http://aikataulut.hsl.fi/linjat/fi/b987.html
9987B,HSL,987B1,Nikkilä-Pornainen,,701,http://aikataulut.hsl.fi/linjat/fi/b987B1.html
9987BB,HSL,987BB,Nikkilä-Jokimäki-Laukkoski,,701,http://aikataulut.hsl.fi/linjat/fi/b987BB.html
9989,HSL,989,Pornainen-Järvenpää,,701,https://www.hsl.fi/sites/default/files/uploads/sipoo-21_sivua.pdf
9989B,HSL,989B,Jokimäki-Laukkoski-Pornainen-Pihlajamäki,,701,https://www.hsl.fi/sites/default/files/uploads/sipoo-21_sivua.pdf
9989BB,HSL,989BB,Pornainen-Halkia-Pihlajamäki,,701,https://www.hsl.fi/sites/default/files/uploads/sipoo-21_sivua.pdf
9989J,HSL,989J,Jokimäki-Pornainen-Järvenpää,,701,https://www.hsl.fi/sites/default/files/uploads/sipoo-21_sivua.pdf
9991,HSL,991,Eriksnäs-Söderkulla-Nikkilä,,701,http://aikataulut.hsl.fi/linjat/fi/b991.html
9991B,HSL,991B,Söderkulla-Nikkilä,,701,http://aikataulut.hsl.fi/linjat/fi/b991B.html
9992,HSL,992,Eriksnäs-Söderkulla-Massby-Hindsby-Nikkilä,,701,http://aikataulut.hsl.fi/linjat/fi/b992.html
9992B,HSL,992B,Nikkilä-Hindsby-Massby-Söderkulla,,701,http://aikataulut.hsl.fi/linjat/fi/b992B.html
9993,HSL,993,Söderkulla-Box-Gesterby-Nikkilä,,701,http://aikataulut.hsl.fi/linjat/fi/b993.html
9993K,HSL,993K,Söderkulla-Box-Gesterby-Nikkilä,,701,http://aikataulut.hsl.fi/linjat/fi/b993K.html
9994,HSL,994,Söderkulla-Immersby-Gumbostrand,,701,http://aikataulut.hsl.fi/linjat/fi/b994.html
9994K,HSL,994K,Söderkulla-Gumbostrand,,701,http://aikataulut.hsl.fi/linjat/fi/b994K.html
9995,HSL,995,Söderkulla-Kalkkiranta,,701,http://aikataulut.hsl.fi/linjat/fi/b995.html
9996,HSL,996,Söderkulla-Box-Spjutsund-Kitö,,701,http://aikataulut.hsl.fi/linjat/fi/b996.html
